?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_0001677>	"Formation of a complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2 (either eIF2 in eukaryotes, or IF2 in prokaryotes). In prokaryotes, fMet-tRNA (initiator) is used rather than Met-tRNA (initiator)."	
<http://purl.obolibrary.org/obo/ENVO_3200065>	"The concentration of sodium molecular entity when measured in soil."	
<http://purl.obolibrary.org/obo/ECTO_9001619>	"An exposure to polybromodiphenyl ether."	
<http://purl.obolibrary.org/obo/FOODON_00002147>		
<http://purl.obolibrary.org/obo/ECTO_0070058>	"An exposure to baby lima bean (whole) via ingestion."	
<http://purl.obolibrary.org/obo/CHEBI_33456>	"A univalent group containing carbon which has its free valence at an atom other than carbon."	
<http://purl.obolibrary.org/obo/CHEBI_17499>	"A molecular entity that can undergo oxidation by the loss of hydrogen atom(s)."	"KEGG:C00030"
<http://purl.obolibrary.org/obo/CHEBI_24866>	"A salt is an assembly of cations and anions."	
<http://purl.obolibrary.org/obo/ECTO_7000119>	"A exposure event involving the interaction of an exposure receptor to contaminated water."	
<http://purl.obolibrary.org/obo/ENVO_01001319>	"A body of water which is primarily composed of saline water."	
<http://purl.obolibrary.org/obo/FOODON_03470107>	"The methods contributing to the prevention or retardation of microbial, enzymatic or oxidative spoilage and thus to the extension of shelf life. Index all methods for which information is available, even if a corresponding descriptor has already been used in *H. TREATMENT APPLIED*. Preservation descriptors refer to the finished food as a whole with these exceptions: (1) if the components of a multi-component food, such as cream pie, are preservation by different methods, index all methods; (2)  if chemical preservatives are declared on the label, always index them even if it is known that the preservative was introduced through or is only present in a component or ingredient of the food; and (3) if the preservation method for an ingredient is declared on the label (such as brie cheese made from pasteurized milk) index it. Also use *INGREDIENT preservation by THERMAL PROCESSING* or *INGREDIENT preservation by IRRADIATION* when ingredients have been pasteurized, ultrapasteurized, sterilized or irradiated."@en	"http://www.langual.org/langual_thesaurus.asp?termid=J0107"
<http://purl.obolibrary.org/obo/CHEBI_16215>	"A divalent inorganic anion obtained by removal of both protons from phosphonic acid"	"PDBeChem:2PO KEGG:C06701 MetaCyc:PHOSPHONATE Gmelin:1618"
<http://purl.obolibrary.org/obo/ECTO_9000793>	"An exposure to cumene hydroperoxide."	
<http://purl.obolibrary.org/obo/CHEBI_38932>	"Any organic heterobicyclic compound consisting of a pyridine ring ortho-fused at any position to a pyrimidine ring."	
<http://purl.obolibrary.org/obo/ENVO_00000134>	"An environmental material which is 1) composed primarily of soil or rock and included ice or organic material and 2) at or below the freezing point of water for two or more years."@en	"http://sweetontology.net/realmSoil/Permafrost LTER:408 https://en.wikipedia.org/wiki/Permafrost"
<http://purl.obolibrary.org/obo/CHEBI_52498>	"A polymeric complex of zinc with the ethylene bis(dithiocarbamate) anionic ligand. Formerly used as an agricultural fungicide for the control of downy mildews and rusts, its use is no longer permitted in the US or the EU."	"PMID:23871785 PMID:22155123 KEGG:C15232 Beilstein:4165797 CAS:12122-67-7 PMID:465777 Wikipedia:Zineb Reaxys:4165797 PPDB:683 Pesticides:zineb Patent:CN1648120 Patent:US2690448"
<http://purl.obolibrary.org/obo/FOODON_00003477>		
<http://purl.obolibrary.org/obo/CHEBI_51528>	"An anionic coordination entity where all of the ligands coordinated to the metal atom are fluorido ligands."	
<http://purl.obolibrary.org/obo/ENVO_01000710>	"An unusual accumulation of water above the ground caused by high tide, heavy rain, melting snow or rapid runoff from paved areas."	
<http://purl.obolibrary.org/obo/ECTO_0100013>	"An exposure event involving nicotine tobacco consumption"	
<http://purl.obolibrary.org/obo/ECTO_9001233>	"An exposure to profenofos."	
<http://purl.obolibrary.org/obo/ENVO_01001192>	"The surface layer of a mass of sediment."	
<http://purl.obolibrary.org/obo/ECTO_0070205>	"An exposure to high mercury food material via ingestion."	
<http://purl.obolibrary.org/obo/CHEBI_24315>	"An amino acid derivative resulting from reaction of glutamic acid at the amino group or either of the carboxy groups, or from the replacement of any hydrogen by a heteroatom. The definition normally excludes peptides containing glutamic acid residues."	
<http://purl.obolibrary.org/obo/CHEBI_22681>		
<http://purl.obolibrary.org/obo/ECTO_9001833>	"An exposure to androgen."	
<http://purl.obolibrary.org/obo/FOODON_03316213>		"SUBSET_SIREN:F16213"
<http://purl.obolibrary.org/obo/CHEBI_36918>		
<http://purl.obolibrary.org/obo/CHEBI_60311>	"Any hormone produced by the thyroid gland"	
<http://purl.obolibrary.org/obo/NCBITaxon_9526>		"GC_ID:1"
<http://purl.obolibrary.org/obo/FOODON_00002146>		
<http://purl.obolibrary.org/obo/CDNO_0200568>	"The concentration of hydrogen chloride when measured in some material entity."	
<http://purl.obolibrary.org/obo/CHEBI_65321>	"An indole alkaloid which is biosynthesised from L-tryptophan and isoprenoid building blocks."	
<http://purl.obolibrary.org/obo/FOODON_00002013>		
<http://purl.obolibrary.org/obo/FOODON_03400273>	"Meat (flesh and organs including blood and bone marrow) from poultry. Used for poultry meat in all forms including poultry product analogs and poultry-based sausage or luncheon meat."@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0273"
<http://purl.obolibrary.org/obo/CHEBI_64571>	"An excitatory amino acid agonist which binds to NMDA receptors and triggers a response."	
<http://purl.obolibrary.org/obo/ECTO_9000444>	"An exposure to L-arginine."	
<http://purl.obolibrary.org/obo/CHEBI_30623>	"A dicarboxylic acid dianion obtained by deprotonation of both carboxy groups of oxalic acid."	"KEGG:C00209 Reaxys:1905970 PDBeChem:OXL CAS:338-70-5 Gmelin:2207 UM-BBD_compID:c0017 Beilstein:1905970"
<http://purl.obolibrary.org/obo/CHEBI_20702>	"Any aminopurine having the amino substituent at the 2-position."	
<http://purl.obolibrary.org/obo/ECTO_9000771>	"An exposure to 6alpha-methylprednisolone."	
<http://purl.obolibrary.org/obo/ECTO_1000013>	"A exposure event involving the interaction of an exposure receptor to factory."	
<http://purl.obolibrary.org/obo/CHEBI_53123>	"A five-membered organic heteromonocyclic compound containing two nitrogen atoms and a double bond."	
<http://purl.obolibrary.org/obo/GO_0042180>	"The chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms, as carried out by individual cells. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."	
<http://purl.obolibrary.org/obo/CDNO_0200193>	"The concentration of L-ascorbic acid when measured in some material entity."	"INFOODs:ASCL"
<http://purl.obolibrary.org/obo/ECTO_9000428>	"An exposure to decane."	
<http://purl.obolibrary.org/obo/ECTO_9000333>	"An exposure to 4-nitroquinoline N-oxide."	
<http://purl.obolibrary.org/obo/GO_0033218>	"Binding to an amide, any derivative of an oxoacid in which an acidic hydroxy group has been replaced by an amino or substituted amino group."	
<http://purl.obolibrary.org/obo/CHEBI_51311>		"CAS:593-60-2 Beilstein:1361370 KEGG:C19184 Gmelin:25458"
<http://purl.obolibrary.org/obo/CHEBI_39279>	"A haloalkane that is methane in which one (or more) of the hydrogens have been replaced by a halogen atom/halogen atoms."	
<http://purl.obolibrary.org/obo/CHEBI_29360>		"Gmelin:322698 Beilstein:5915711"
<http://purl.obolibrary.org/obo/CHEBI_38672>	"Any flavonoid with a 3,4-dihydro-2-aryl-2H-1-benzopyran skeleton and its substituted derivatives."	
<http://purl.obolibrary.org/obo/ENVO_03000092>	"A material transport process during which a portion of gaseous environmental material is transported into the atmosphere."	
<http://purl.obolibrary.org/obo/CHEBI_27385>	"A chlorocarbon that is methane in which all the hydrogens have been replaced by chloro groups."	"PPDB:1350 Wikipedia:Carbon_Tetrachloride KEGG:C07561 Reaxys:1098295 PMID:24726765 PMID:24395137 HMDB:HMDB0031330 CAS:56-23-5 Gmelin:2347 Drug_Central:3067 UM-BBD_compID:c0486 LINCS:LSM-37019 Beilstein:1098295"
<http://purl.obolibrary.org/obo/CHEBI_82280>		"CAS:79-44-7 KEGG:C19175"
<http://purl.obolibrary.org/obo/CHEBI_132294>	"An organic cation obtained by protonation of the secondary amino function of phenylephrine."	
<http://purl.obolibrary.org/obo/CHEBI_27808>	"A morphinane alkaloid that is morphine bearing two acetyl substituents on the O-3 and O-6 positions. As with other opioids, heroin is used as both an analgesic and a recreational drug. Frequent and regular administration is associated with tolerance and physical dependence, which may develop into addiction. Its use includes treatment for acute pain, such as in severe physical trauma, myocardial infarction, post-surgical pain, and chronic pain, including end-stage cancer and other terminal illnesses."	"PMID:20810225 PMID:21309955 PMID:15213301 PMID:11557911 KEGG:D07286 KEGG:C06534 PMID:16333714 PMID:14534521 PMID:11441925 PMID:21235340 PMID:21452028 PMID:21568984 PMID:15212982 PMID:20855171 Reaxys:99261 PMID:20649590 PMID:21740578 PMID:11448454 PMID:8893832 PMID:8858977 PMID:21362452 PMID:21734607 CAS:561-27-3 PMID:16076083 PMID:10454516 Drug_Central:4412 PMID:15843500 PMID:12965116 PMID:20735218 PMID:15772255 DrugBank:DB01452 PMID:20331562 Wikipedia:Heroin PMID:2352148 PMID:15550572 PMID:21527184 PMID:21608377 PMID:9918543"
<http://purl.obolibrary.org/obo/CHEBI_26907>	"A group of heterocyclic compounds based on the 5,6,7,8-tetrahydropteroic acid skeleton conjugated with one or more L-glutamic acid units."	
<http://purl.obolibrary.org/obo/CHEBI_36919>		
<http://purl.obolibrary.org/obo/PCO_0000000>	"A material entity that consists of two or more organisms, viruses, or viroids."@en	
<http://purl.obolibrary.org/obo/ECTO_9002109>	"An exposure to antibiotic acaricide."	
<http://purl.obolibrary.org/obo/FOODON_03309003>		"SUBSET_SIREN:F9003"
<http://purl.obolibrary.org/obo/CHEBI_33452>	"Arylmethyl groups and derivatives formed by substitution: ArCR2-."	
<http://purl.obolibrary.org/obo/ENVO_21001212>	"A radiation process during which electromagnetic waves or their quanta are emitted at wavelengths and frequencies which travel exclusively in a line-of-sight fashion and which may produce molecular rotation and torsion on contact with matter."	"NCIT:C16862"
<http://purl.obolibrary.org/obo/CHEBI_38211>		"CAS:7758-01-2 Gmelin:15380 KEGG:C19295"
<http://purl.obolibrary.org/obo/CHEBI_35544>	"A compound or agent that combines with cyclooxygenases (EC 1.14.99.1) and thereby prevents its substrate-enzyme combination with arachidonic acid and the formation of icosanoids, prostaglandins, and thromboxanes."	
<http://purl.obolibrary.org/obo/CHEBI_29749>	"A monocarboxylic acid anion obtained by the deprotonation of the carboxy group of ferulic acid."	"MetaCyc:FERULIC-ACID"
<http://purl.obolibrary.org/obo/ECTO_9001943>	"An exposure to food acidity regulator."	
<http://purl.obolibrary.org/obo/CHEBI_30336>		"MolBase:472 CAS:10025-87-3 Gmelin:2272"
<http://purl.obolibrary.org/obo/ECTO_0010000>	"A exposure event involving the interaction of an exposure receptor to quality."	
<http://purl.obolibrary.org/obo/CHEBI_82504>		"KEGG:C19473 CAS:92-93-3"
<http://purl.obolibrary.org/obo/CHEBI_30469>		"MolBase:975 Gmelin:2601 CAS:7783-80-4"
<http://purl.obolibrary.org/obo/CHEBI_77278>	"An imidazothiazole that is imidazo[2,1-b][1,3]thiazole in which the double bonds at the 2-3 and 5-6 positions have been reduced to single bonds and in which one of the hydrogens at position 6 is replaced by a phenyl group."	"LINCS:LSM-1579"
<http://purl.obolibrary.org/obo/ECTO_7000064>	"A exposure event involving the interaction of an exposure receptor to air."	
<http://purl.obolibrary.org/obo/CHEBI_76866>	"An EC 1.6.* (oxidoreductase acting on NADH or NADPH) inhibitor that interferes with the action of any such enzyme using a quinone or similar as acceptor (EC 1.6.5.*)."	
<http://purl.obolibrary.org/obo/ECTO_9001149>	"An exposure to lithium carbonate."	
<http://purl.obolibrary.org/obo/ECTO_0070187>	"An exposure to red meat (raw) via ingestion."	
<http://purl.obolibrary.org/obo/PO_0025082>	"A shoot system (PO:0009006) in the sporophytic phase that has as part at least one sporangium (PO:0025094)."	
<http://purl.obolibrary.org/obo/ECTO_9002039>	"An exposure to EC 3.1.3.41 (4-nitrophenylphosphatase) inhibitor."	
<http://purl.obolibrary.org/obo/CHEBI_37962>	"Any agent that acts on an adrenergic receptor or affects the life cycle of an adrenergic transmitter."	
<http://purl.obolibrary.org/obo/ECTO_9001526>	"An exposure to 1,1-dimethylhydrazine."	
<http://purl.obolibrary.org/obo/ENVO_01000709>	"Flash flooding is a process in which low-lying land is inundated with water for a short period of time and are usually the result of precipitation or a breach in the container of a water body."	
<http://purl.obolibrary.org/obo/UBERON_0000481>	"Anatomical structure that has as its parts two or more portions of tissue of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona-fide boundaries from other distinct structural units of different types."	
<http://purl.obolibrary.org/obo/FOODON_00001917>		
<http://purl.obolibrary.org/obo/CHEBI_83647>	"The (S)-enantiomer of 2-chloro-N-(2-ethyl-6-methylphenyl)-N-(1-methoxypropan-2-yl)acetamide."	"CAS:87392-12-9 Reaxys:6483536 Pesticides:s-metolachlor PPDB:1027"
<http://purl.obolibrary.org/obo/CHEBI_33245>	"An organic fundamental parent is a structure used as a basis for substitutive names in organic nomenclature, containing, in addition to one or more hydrogen atoms, a single atom of an element, a number of atoms (alike or different) linked together to form an unbranched chain, a monocyclic or polycyclic ring system, or a ring assembly or ring/chain system."	
<http://purl.obolibrary.org/obo/CHEBI_49575>	"A 1,4-benzodiazepinone that is 1,3-dihydro-2H-1,4-benzodiazepin-2-one substituted by a chloro group at position 7, a methyl group at position 1 and a phenyl group at position 5."	"Drug_Central:852 PMID:11925051 Reaxys:754371 KEGG:D00293 DrugBank:DB00829 CAS:439-14-5 Gmelin:124061 Beilstein:754371 PMID:16365514 KEGG:C06948 VSDB:2972 PDBeChem:DZP PMID:16780966 Wikipedia:Diazepam LINCS:LSM-2359 HMDB:HMDB0014967"
<http://purl.obolibrary.org/obo/ENVO_01001476>	"A liquid astronomical body part which is continuous and is delimited by physical discontinuities or non-liquid boundaries."@en	
<http://purl.obolibrary.org/obo/ECTO_9001055>	"An exposure to dazomet."	
<http://purl.obolibrary.org/obo/CHEBI_36329>	"Hydroperoxy-octadecadienoic acids, formed in mammalian cells by peroxidation of linoleic acid."	"PMID:23680403"
<http://purl.obolibrary.org/obo/CHEBI_36560>		"KEGG:D01170 Wikipedia:Zinc_Oxide Gmelin:13738 Drug_Central:4240 CAS:1314-13-2 PPDB:1321"
<http://purl.obolibrary.org/obo/CHEBI_83379>	"A multi-component mixture comprising 2,6-dinitro-4-octanylphenyl and 2,4-dinitro-6-octanylphenyl esters of (2E)-but-2-enoic acid in which 'octanyl' is a mixture of octan-2-yl, octan-3-yl and octan-4-yl groups. The mixture is used as a protectant fungicide for powdery mildew control. The most active component is 2-(1-methylheptyl)-4,6-dinitrophenyl (2E)-2-butenoate, which has the ISO common name meptyldinocap."	"PMID:1455432 PMID:3381329 PMID:2878503 PMID:3537858 Pesticides:dinocap PMID:2772841 PMID:2888213 PMID:3558631 PMID:2874635 PMID:18755509 PMID:3400070 PMID:741477 PMID:3341037"
<http://purl.obolibrary.org/obo/CHEBI_25707>	"A compound having bonds between one or more metal atoms and one or more carbon atoms of an organyl group."	
<http://purl.obolibrary.org/obo/ENVO_00002186>		"EcoLexicon:water_pollution https://en.wikipedia.org/wiki/Contaminated_water"
<http://purl.obolibrary.org/obo/CHEBI_30335>		"MolBase:469 Gmelin:2622 CAS:10026-13-8"
<http://purl.obolibrary.org/obo/ECTO_9001184>	"An exposure to 4-nitroaniline."	
<http://purl.obolibrary.org/obo/ECTO_9001677>	"An exposure to nucleoside antibiotic."	
<http://purl.obolibrary.org/obo/ECTO_0000515>	"An exposure to herbicide."	
